agendor_id,titulo,clickup_id,produto_agendor,fabricante_agendor,distribuidor_esperado,produto_supabase,fabricante_supabase,distribuidor_supabase,valor_agendor,valor_supabase,servico_prioridade,tipo_divergencia
32472695,Unimed Ribeirão Preto | ESTUDO PARA TECHREFRESH DO DATACENTER,86ajxx4qx,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,50226.26,59789.31,False,FABRICANTE+VALOR
32472695,Unimed Ribeirão Preto | ESTUDO PARA TECHREFRESH DO DATACENTER,86ajxx4qx,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,59789.31,364913.07,False,FABRICANTE+VALOR
32472695,Unimed Ribeirão Preto | ESTUDO PARA TECHREFRESH DO DATACENTER,86ajxx4qx,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,59789.31,50226.26,False,FABRICANTE+VALOR
32472695,Unimed Ribeirão Preto | ESTUDO PARA TECHREFRESH DO DATACENTER,86ajxx4qx,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,59789.31,59789.31,False,FABRICANTE
32472695,Unimed Ribeirão Preto | ESTUDO PARA TECHREFRESH DO DATACENTER,86ajxx4qx,STORAGE DELL EMC,DELL EMC,Ingram Micro,STORAGE DELL EMC,DELL ,Ingram Micro,539682.0,539682.0,False,FABRICANTE
32472695,Unimed Ribeirão Preto | ESTUDO PARA TECHREFRESH DO DATACENTER,86ajxx4qx,NETWORKING DELL EMC,DELL EMC,Ingram Micro,NETWORKING DELL EMC,DELL,Ingram Micro,24807.2,24807.2,False,FABRICANTE
32472695,Unimed Ribeirão Preto | ESTUDO PARA TECHREFRESH DO DATACENTER,86ajxx4qx,SUPRIMATICA SERVIÇOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SUPRIMATICA SERVIÇOS,SUPRIMATICA,Suprimatica,30000.0,30000.0,True,FABRICANTE
32472695,Unimed Ribeirão Preto | ESTUDO PARA TECHREFRESH DO DATACENTER,86ajxx4qx,VMWARE OPEN,VMWARE,TD Synnex,VMWARE OPEN,BROADCOM,TD Synnex,31285.89,31285.89,False,FABRICANTE
34880716,ZILOR - SALTO BOTELHO (GARANTIAS),86ajxx4rm,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,84391.81,84391.81,False,FABRICANTE
34880716,ZILOR - SALTO BOTELHO (GARANTIAS),86ajxx4rm,VMWARE OPEN,VMWARE,TD Synnex,VMWARE OPEN,BROADCOM,TD Synnex,33241.91,33241.91,False,FABRICANTE
33310569,TRIMESTRAL - SUPRIMATICA CLOUD - ABR/MAIO/JUN,86ajxx4t4,CLOUD AZURE,MICROSOFT,Ingram Micro,CLOUD AZURE,AZURE,Ingram Micro,6935.59,6935.59,False,FABRICANTE
35583237,CONTRATOS  SSU - AGT,86ajxx4tf,SSU CONTRATOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SSU CONTRATOS,SUPRIMATICA,Suprimatica,172102.44,172102.44,True,FABRICANTE
36050328,UNAERP - SERIVÇOS (VMWARE),86ajxx4vw,SUPRIMATICA SERVIÇOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SUPRIMATICA SERVIÇOS,SUPRIMATICA,Suprimatica,22000.0,22000.0,True,FABRICANTE
36050642,UNAERP - VMWARE (RENOVAÇÃO),86ajxx4w8,VMWARE OPEN,VMWARE,TD Synnex,VMWARE OPEN,BROADCOM,TD Synnex,190000.0,190000.0,False,FABRICANTE
33297569,LWART - VDI (2025-2026),86ajxx4wq,VMWARE OPEN,VMWARE,TD Synnex,VMWARE OPEN,BROADCOM,TD Synnex,76338.8,76338.8,False,FABRICANTE
33871395,UNIMED LONDRINA | FIREWALL FORTINET | HOSPITAL,86ajxx4wx,SUPRIMATICA SERVIÇOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SUPRIMATICA SERVIÇOS,SUPRIMATICA,Suprimatica,20000.0,20000.0,True,FABRICANTE
35942560,Contratos SSU - SET,86ajxx4x6,SSU CONTRATOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SSU CONTRATOS,SUPRIMATICA,Suprimatica,181273.48,181273.48,True,FABRICANTE
28825169,SUPRIMATICA CLOUD - JAN/FEV/MAR-2025,86ajxx4xg,CLOUD AZURE,MICROSOFT,Ingram Micro,CLOUD AZURE,AZURE,Ingram Micro,40.52,40.52,False,FABRICANTE
35550812,CONTRATOS MENSAIS SSU -  JUL,86ajxx4ya,SSU CONTRATOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SSU CONTRATOS,SUPRIMATICA,Suprimatica,168132.21,168132.21,True,FABRICANTE
23507732,UNIMED ARARAQUARA | PROJETO BACKUP,86ajxx4yr,SERVIDOR SUPER MICRO,POSITIVO,Ingram Micro,SERVIDOR SUPER MICRO,SUPER MICRO,Ingram Micro,57000.0,57000.0,False,FABRICANTE
23507732,UNIMED ARARAQUARA | PROJETO BACKUP,86ajxx4yr,SUPRIMATICA SERVIÇOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SUPRIMATICA SERVIÇOS,SUPRIMATICA,Suprimatica,5000.0,5000.0,True,FABRICANTE
33062931,UNIMED LONDRINA - SSU_ADITIVO HOSPITAL,86ajxx4z2,SSU CONTRATOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SSU CONTRATOS,SUPRIMATICA,Suprimatica,0.0,0.0,True,FABRICANTE
31559254,ASICS BRASIL - DELL (GARANTIA),86ajxx515,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,13365.26,13365.26,False,FABRICANTE
33394175,ZILOR - UNIDADE DE QUATA - ORACLE PRODUÇAO UQT,86ajxx51b,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,15745.0,15745.0,False,FABRICANTE
26469523,OJI PAPÉIS | APs (DIRETORIA) | FORTINET,86ajxx531,SUPRIMATICA SERVIÇOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SUPRIMATICA SERVIÇOS,SUPRIMATICA,Suprimatica,16000.0,16000.0,True,FABRICANTE
28308904,UNIMED VOLTA REDONDA | UPGRADE PARA POWER STORE | DELL,86ajxx53n,STORAGE DELL EMC,DELL EMC,Ingram Micro,STORAGE DELL EMC,DELL ,Ingram Micro,469751.0,469751.0,False,FABRICANTE
28308904,UNIMED VOLTA REDONDA | UPGRADE PARA POWER STORE | DELL,86ajxx53n,STORAGE DELL EMC,DELL EMC,Ingram Micro,STORAGE DELL EMC,DELL ,Ingram Micro,469751.0,234875.5,False,FABRICANTE+VALOR
28308904,UNIMED VOLTA REDONDA | UPGRADE PARA POWER STORE | DELL,86ajxx53n,STORAGE DELL EMC,DELL EMC,Ingram Micro,STORAGE DELL EMC,DELL ,Ingram Micro,234875.5,469751.0,False,FABRICANTE+VALOR
28308904,UNIMED VOLTA REDONDA | UPGRADE PARA POWER STORE | DELL,86ajxx53n,STORAGE DELL EMC,DELL EMC,Ingram Micro,STORAGE DELL EMC,DELL ,Ingram Micro,234875.5,234875.5,False,FABRICANTE
34023956,UNIMED VOLTA REDONDA - DELL (GARANTIA 25),86ajxx557,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,185000.0,185000.0,False,FABRICANTE
32980571,ASICS BRASIL | SERVIDOR PARA BACKUP VEEAM,86ajxx560,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,57335.98,57335.98,False,FABRICANTE
34143595,UNIMED BEBEDOURO - HPE (LEGACY),86ajxx566,LEGACY TI,LEGACY TI,4Server,LEGACY TI,86agg6j56,4Server,3313.33,3313.33,False,FABRICANTE
33407262,UNIMED VOLTA REDONDA - DELL GARANTIA (25-26),86ajxx56t,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,183960.94,183960.94,False,FABRICANTE
32206948,ESTRUTEL | SERVIÇOS DE IMPLEMENTAÇÃO,86ajxx572,SUPRIMATICA SERVIÇOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SUPRIMATICA SERVIÇOS,SUPRIMATICA,Suprimatica,47500.0,47500.0,True,FABRICANTE
29863399,FRIGOL - HPE (DISCO),86ajxx577,LEGACY TI,LEGACY TI,4Server,LEGACY TI,86agg6j56,4Server,2500.0,2500.0,False,FABRICANTE
29899166,CENTRO MEDICO SOROCABA | DISCOS MSA 2050 | HPE,86ajxx57h,LEGACY TI,LEGACY TI,4Server,LEGACY TI,86agg6j56,4Server,10411.43,10411.43,False,FABRICANTE
33690473,SUPRIMATICA SERVIÇOS UNIFICADOS (SSU) - MAIO,86ajxx58h,SSU CONTRATOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SSU CONTRATOS,SUPRIMATICA,Suprimatica,167077.49,167077.49,True,FABRICANTE
33691375,SUPRIMATICA SERVIÇOS UNIFICADOS (SSU) - JUN,86ajxx5ad,SSU CONTRATOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SSU CONTRATOS,SUPRIMATICA,Suprimatica,164163.49,164163.49,True,FABRICANTE
27016044,UNIMED REGIONAL DE CAMPO MOURAO - VEEAM E DELL(GARANTIA),86ajxx5b8,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,9662.32,9662.32,False,FABRICANTE
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,313064.1,313064.1,False,FABRICANTE
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,313064.1,65478.02,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,313064.1,348638.85,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,313064.1,67924.56,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,65478.02,313064.1,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,65478.02,65478.02,False,FABRICANTE
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,65478.02,348638.85,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,65478.02,67924.56,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,STORAGE DELL EMC,DELL EMC,Ingram Micro,STORAGE DELL EMC,DELL ,Ingram Micro,165917.14,165917.14,False,FABRICANTE
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,STORAGE DELL EMC,DELL EMC,Ingram Micro,STORAGE DELL EMC,DELL ,Ingram Micro,165917.14,163879.4,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,BACKUP EM FITA DELL EMC,DELL EMC,Ingram Micro,BACKUP EM FITA DELL EMC,DELL,Ingram Micro,84360.8,84360.8,False,FABRICANTE
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,BACKUP EM FITA DELL EMC,DELL EMC,Ingram Micro,BACKUP EM FITA DELL EMC,DELL,Ingram Micro,84360.8,82202.17,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,VMWARE OPEN,VMWARE,Ingram Micro,VMWARE OPEN,BROADCOM,TD Synnex,46557.51,46557.51,False,FABRICANTE+DISTRIBUIDOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,VMWARE OPEN,VMWARE,Ingram Micro,VMWARE OPEN,BROADCOM,TD Synnex,46557.51,69836.27,False,FABRICANTE+DISTRIBUIDOR+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,348638.85,313064.1,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,348638.85,65478.02,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,348638.85,348638.85,False,FABRICANTE
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,348638.85,67924.56,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,67924.56,313064.1,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,67924.56,65478.02,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,67924.56,348638.85,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,67924.56,67924.56,False,FABRICANTE
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,STORAGE DELL EMC,DELL EMC,Ingram Micro,STORAGE DELL EMC,DELL ,Ingram Micro,163879.4,165917.14,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,STORAGE DELL EMC,DELL EMC,Ingram Micro,STORAGE DELL EMC,DELL ,Ingram Micro,163879.4,163879.4,False,FABRICANTE
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,BACKUP EM FITA DELL EMC,DELL EMC,Ingram Micro,BACKUP EM FITA DELL EMC,DELL,Ingram Micro,82202.17,84360.8,False,FABRICANTE+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,BACKUP EM FITA DELL EMC,DELL EMC,Ingram Micro,BACKUP EM FITA DELL EMC,DELL,Ingram Micro,82202.17,82202.17,False,FABRICANTE
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,VMWARE OPEN,VMWARE,Ingram Micro,VMWARE OPEN,BROADCOM,TD Synnex,69836.27,46557.51,False,FABRICANTE+DISTRIBUIDOR+VALOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,VMWARE OPEN,VMWARE,Ingram Micro,VMWARE OPEN,BROADCOM,TD Synnex,69836.27,69836.27,False,FABRICANTE+DISTRIBUIDOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,SUPRIMATICA SERVIÇOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SUPRIMATICA SERVIÇOS,SUPRIMATICA,Suprimatica,100500.0,100500.0,True,FABRICANTE
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,LEGACY TI,LEGACY TI,Legacy TI,LEGACY TI,86agg6j56,4Server,79283.96,79283.96,False,FABRICANTE+DISTRIBUIDOR
24480454,TMG - DELL - TECH REFRESH PARA AMBIENTE VIRTUAL PARA 2 UNIDADES,86ajxx5c9,MICROSOFT,MICROSOFT,Ingram Micro,LICENCIAMENTO MICROSOFT,MICROSOFT,Ingram Micro,17205.14,17205.14,False,NOME_PRODUTO
33379043,USINA COLORADO | RENOVAÇAO GARANTIA | DELL,86ajxx5cn,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,1876.45,1876.45,False,FABRICANTE
21281536,LUIZ LEONARDOS - VMWARE,86ajxx5dt,VMWARE OPEN,VMWARE,Ingram Micro,VMWARE OPEN,BROADCOM,TD Synnex,8410.63,8410.63,False,FABRICANTE+DISTRIBUIDOR
21219290,UNIMED VOLTA REDONDA - VEEAM 2024,86ajxx5e7,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,220619.84,220619.84,False,FABRICANTE
21219290,UNIMED VOLTA REDONDA - VEEAM 2024,86ajxx5e7,BACKUP EM FITA DELL EMC,DELL EMC,Ingram Micro,BACKUP EM FITA DELL EMC,DELL,Ingram Micro,175704.04,175704.04,False,FABRICANTE
21219290,UNIMED VOLTA REDONDA - VEEAM 2024,86ajxx5e7,SUPRIMATICA SERVIÇOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SUPRIMATICA SERVIÇOS,SUPRIMATICA,Suprimatica,55000.0,55000.0,True,FABRICANTE
22216853,UNIMED COP - POS GARANTIA FABRICANTES,86ajxx5f8,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,66652.84,66652.84,False,FABRICANTE
21639618,QUINELATO - RENOVAÇÕES SUPORTE,86ajxx5fc,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,27410.91,27410.91,False,FABRICANTE
23652994,SSU - ABRIL - 2024,86ajxx5gb,SSU CONTRATOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SSU CONTRATOS,SUPRIMATICA,Suprimatica,152215.57,152215.57,True,FABRICANTE
27546105,SUPRIMATICA CLOUD - OUT/NOV/DEZ-2024,86ajxx5gj,CLOUD AZURE,MICROSOFT,Ingram Micro,CLOUD AZURE,AZURE,Ingram Micro,38.36,38.36,False,FABRICANTE
27546186,SSU - OUTUBRO - 2024,86ajxx5gw,SSU CONTRATOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SSU CONTRATOS,SUPRIMATICA,Suprimatica,171518.07,171518.07,True,FABRICANTE
27546349,SSU - NOVEMBRO - 2024,86ajxx5h7,SSU CONTRATOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SSU CONTRATOS,SUPRIMATICA,Suprimatica,171769.41,171769.41,True,FABRICANTE
28814024,UNIMED VOLTA REDONDA - DELL (GARANTIA STORAGE(,86ajxx5hk,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,33900.0,33900.0,False,FABRICANTE
28823784,SSU - DEZEMBRO - 2024,86ajxx5hw,SSU CONTRATOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SSU CONTRATOS,SUPRIMATICA,Suprimatica,171769.41,171769.41,True,FABRICANTE
32683851,USINA SÃO MANOEL - DELL (GARANTIAS 2025),86ajxx5jm,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,75177.47,75177.47,False,FABRICANTE
32683851,USINA SÃO MANOEL - DELL (GARANTIAS 2025),86ajxx5jm,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,75177.47,33022.63,False,FABRICANTE+VALOR
32683851,USINA SÃO MANOEL - DELL (GARANTIAS 2025),86ajxx5jm,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,33022.63,75177.47,False,FABRICANTE+VALOR
32683851,USINA SÃO MANOEL - DELL (GARANTIAS 2025),86ajxx5jm,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,33022.63,33022.63,False,FABRICANTE
32687785,UNIMED COP - DELL (GARANTIA 25-26),86ajxx5jr,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,97000.0,97000.0,False,FABRICANTE
31800319,UNIMED PIRACICABA - SUPRIMATICA,86ajxx5k3,SUPRIMATICA SERVIÇOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SUPRIMATICA SERVIÇOS,SUPRIMATICA,Suprimatica,1490.0,1490.0,True,FABRICANTE
29344896,NOVA AMERICA | SERVIÇOS NOVO SITE DR,86ajxx5kb,SUPRIMATICA SERVIÇOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SUPRIMATICA SERVIÇOS,SUPRIMATICA,Suprimatica,40000.0,40000.0,True,FABRICANTE
29067183,ZILOR - UNIDADE DE QUATA - VMWARE (EUA),86ajxx5kp,VMWARE OPEN,VMWARE,TD Synnex,VMWARE OPEN,BROADCOM,TD Synnex,44572.8,44572.8,False,FABRICANTE
32594924,UNIMED VOLTA REDONDA - VMWARE,86ajxx5kx,VMWARE OPEN,VMWARE,TD Synnex,VMWARE OPEN,BROADCOM,TD Synnex,507352.32,507352.32,False,FABRICANTE
32087278,NOVA AMERICA - VDI (OMNISSA),86ajxx5mp,VMWARE OPEN,VMWARE,TD Synnex,VMWARE OPEN,BROADCOM,TD Synnex,27844.85,27844.85,False,FABRICANTE
26034278,ASICS BRASIL | LICENÇAS | VEEAM,86ajxx5nr,SUPRIMATICA SERVIÇOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SUPRIMATICA SERVIÇOS,SUPRIMATICA,Suprimatica,18000.0,18000.0,True,FABRICANTE
24031239,KGM PRODUZA | SSU,86ajxx5qh,SSU CONTRATOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SSU CONTRATOS,SUPRIMATICA,Suprimatica,0.0,0.0,True,FABRICANTE
32931167,UNIMED FEDERAÇÃO MS (DISCO BACKUP),86ajxx5ru,LEGACY TI,LEGACY TI,4Server,LEGACY TI,86agg6j56,4Server,4200.0,4200.0,False,FABRICANTE
32262201,UNIMED JABOTICABAL - FORTINET,86ajxx5th,SUPRIMATICA SERVIÇOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SUPRIMATICA SERVIÇOS,SUPRIMATICA,Suprimatica,8000.0,8000.0,True,FABRICANTE
32802937,SSU-ABRIL-2025,86ajxx5u4,SSU CONTRATOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SSU CONTRATOS,SUPRIMATICA,Suprimatica,163784.09,163784.09,True,FABRICANTE
31557750,QUINELATO - DELL-FORTINET-VEEAM,86ajxx5v7,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,36043.58,36043.58,False,FABRICANTE
28082170,UNIMED VOLTA REDONDA | UPGRADE DISCOS SERVIDOR ML350 | HPE,86ajxx5vj,LEGACY TI,LEGACY TI,4Server,LEGACY TI,86agg6j56,4Server,56828.57,56828.57,False,FABRICANTE
28082170,UNIMED VOLTA REDONDA | UPGRADE DISCOS SERVIDOR ML350 | HPE,86ajxx5vj,SUPRIMATICA SERVIÇOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SUPRIMATICA SERVIÇOS,SUPRIMATICA,Suprimatica,4500.0,4500.0,True,FABRICANTE
32254954,HOSPITAL E MATERNIDADE SANTA ISABEL - SERVIÇOS,86ajxx5vu,SUPRIMATICA SERVIÇOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SUPRIMATICA SERVIÇOS,SUPRIMATICA,Suprimatica,4800.0,4800.0,True,FABRICANTE
22149203,UNIMED JABOTICABAL - DELL - ATUALIZAÇÃO DC,86ajxx5w1,SERVIDOR DELL EMC,DELL EMC,Ingram Micro,SERVIDOR DELL EMC,DELL ,Ingram Micro,457574.95,457574.95,False,FABRICANTE
22149203,UNIMED JABOTICABAL - DELL - ATUALIZAÇÃO DC,86ajxx5w1,STORAGE DELL EMC,DELL EMC,Ingram Micro,STORAGE DELL EMC,DELL ,Ingram Micro,191372.94,191372.94,False,FABRICANTE
22149203,UNIMED JABOTICABAL - DELL - ATUALIZAÇÃO DC,86ajxx5w1,NETWORKING DELL EMC,DELL EMC,Ingram Micro,NETWORKING DELL EMC,DELL,Ingram Micro,69795.8,69795.8,False,FABRICANTE
22149203,UNIMED JABOTICABAL - DELL - ATUALIZAÇÃO DC,86ajxx5w1,VMWARE OPEN,VMWARE,Ingram Micro,VMWARE OPEN,BROADCOM,TD Synnex,104943.36,104943.36,False,FABRICANTE+DISTRIBUIDOR
22149203,UNIMED JABOTICABAL - DELL - ATUALIZAÇÃO DC,86ajxx5w1,SUPRIMATICA SERVIÇOS,SUPRIMÁTICA SERVIÇOS,Suprimatica,SUPRIMATICA SERVIÇOS,SUPRIMATICA,Suprimatica,40000.0,40000.0,True,FABRICANTE
31625863,NOVA AMERICA - VMWARE (GARANTIAS),86ajxx5wf,VMWARE OPEN,VMWARE,TD Synnex,VMWARE OPEN,BROADCOM,TD Synnex,309805.24,309805.24,False,FABRICANTE
29473210,UNIMED ARARAQUARA - DELL (GARANTIAS),86ajxx5xh,POS GARANTIA DELL EMC,DELL EMC,Ingram Micro,POS GARANTIA DELL EMC,DELL,Ingram Micro,32931.99,32931.99,False,FABRICANTE
